ID	STRING
10033	如意：女孩子一个人闯荡江湖不容易吧，真是辛苦了呢。
10034	妓女：公子，来嘛，我来帮你揉揉肩，捶捶背，有我陪你，保证你快活似神仙……
10035	妓女：那些大家闺秀们瞧不起我们这些风尘女子，其实呀，她们是嫉妒，嫉妒我们可以自由自在想做什么就做什么！
10036	沈夫人：听说北方在打仗？哎哟哟好恐怖哦，幸好扬州一直都很安全。
10037	酒楼老板：扬州这地界，有美景，有美女，怎么能没有美酒？客官要喝点什么酒？
10038	客栈老板：客官，你知道这儿为什么叫扬州吗？《尚书》有云“淮海维扬州”，因为咱们这儿“州界多水，水扬波”，所以叫“扬”州。没开客栈前，我也读过几年书呢！
10039	客栈小二：咱们老板待人和气，所以客栈的生意总是很好。
10040	杜老板：“茱萸湾上夕阳楼，梦里时时访旧游。少日题诗无恙否，绿杨城郭是扬州。”我本是扬州人，出外行商多年，这次回到家乡，才发现已经物是人非事事休了！
10041	陈嫂：我家大力没什么本事，就是挺老实，我要他向东，他不敢往西！
10042	史铁嘴：男人手如绵，身边有闲钱；妇人手如姜，财帛满仓箱。
10043	陈大力：这史铁嘴说得一点也没错，我老婆的手就像姜！昨天被她打了个巴掌，到现在还火辣辣的。
10044	乞丐：人人都说扬州好，但是对我们乞丐而言，哪儿不一样？花花世界，哪有我们乞丐的份！
10045	孙员外：是人都要吃盐，吃盐就离不开我们这些盐商，我做了十几年的盐道买卖，赚的钱三辈子都吃不完，哈哈哈！
10046	花灯郎：卖花灯罗！各式各样的花灯罗！吉祥灯，如意灯，添丁灯、富贵灯——买盏花灯回去玩吧？我这些花灯不仅漂亮，上面还有灯谜呢！
10047	乐清秋：我没有别的本事，只能靠买几幅字画养家糊口，唉！难怪人说，百无一用是书生啊……
10048	卖花女：先父是一个教书先生，奴家也读过几年书的。“卖花担上，买得一枝春欲放。”花虽好，无人欣赏，也会很快凋谢的……
10049	柳大爷：你可知道咱们扬州城最漂亮的地方是哪里？不是官老爷的宅第，而是那些盐商修的园子！那些园林的景色就跟画里面的一样，你想都想不到！
10050	柳大爷：全扬州最有钱的就是那些盐商了！
10051	宋婆婆：这都什么辰光了？思文怎么还不回来？该不会又去喝酒了吧？
10052	州州：今天先生罚我抄一百遍《三字经》，不知道什么时候才能抄完，真惨！
10053	囡囡：我最欢喜猜灯谜了。
10054	“水上一个铃，摇摇没有声，仔细看一看，满脸大眼睛”，是什么呢？——啊，对了！是莲蓬！
10055	“有头牛真奇怪，不拉犁不吃草，虽说它力气小，背着屋子到处跑。”是什么呢？——我猜出来了！是蜗牛！
10056	“石头一层又一层，圈圈路儿走不停，雷声隆隆无闪电，只见大雪落纷纷。”是什么呢？——难道是……对了，是石磨！
10057	任天涯：十载寒窗苦读，可是屡试不中，我已经心灰意冷了，也许我天生就不是考功名的料。
10058	任天涯：我还是去学一门手艺养活自己，老老实实做一个平头百姓算了。
10059	江一萧：任何姑娘都比不上她，在我的眼中，在我的心里，只有她一个。可是晓真为什么总对我不理不睬呢？
10060	江一萧：我虽然穷，可是我对晓真是真心实意的。
10061	宋思文：我是有酒万事足，我娘说，我早晚有一天会醉死在酒坛里。
10062	冼晓真：唉，老天既然给了我一副好容貌，又为什么让我出生贫家？难道我真的注定要一辈子过这种寒酸的生活？我真的好不甘心！
10063	游客：古人云：人生乐事，莫过于腰缠十万贯，骑鹤下扬州。这扬州可真是个抛金洒银的花花地儿！我是从北方来的，想不到这里的商肆如此繁华，待会我要在街上好好逛逛。
10064	船夫：咱们扬州是一个水乡，河多、桥多、舟多，那些有钱人要泛舟游览扬州，靠的就是我们这些船夫。
10065	船夫：没钱坐船你就走旱路吧！
10066	马贩子：是马是骡子，拉出来遛遛！瞧我的马，膘肥体壮，一日千里，就算你不是伯乐，也能看出这是好马吧？
10067	钱庄老板：在扬州这个地方，有钱就是大爷，没钱就是孙子！
10068	铁匠：你是一个侠客吗？我这儿有各式各样的兵刃，你喜欢哪一件？
10069	铁匠学徒：一日为徒，终生为徒。师傅说了，他没有儿子，百年之后，这间铁匠铺就是我的了。
10070	衙门卫兵：老爷又去吃花酒了，咱们却得在这儿当差，真不爽！
10071	衙门卫兵：待会换了班去哪里找乐子呢？
10072	药店老板：本店的药材货真价实，包治百病。
10073	杂货店老板娘：咱们扬州水路通衢，是南北货物集散之地，所以我这里的商品集东西南北之大全，应有尽有，要买点什么？
10074	沈风：唐人杜牧有诗曰“十年一觉扬州梦，赢得青楼薄幸名”，何必浪费时间在打打杀杀上呢？
10075	宋员外：素闻扬州美女如云，今日一见，果然是名不虚传！
10076	嫖客：这翠红楼最漂亮的姑娘叫昭昭，可惜此刻她已经被知府大人给包了，唉！真是一朵鲜花插在了牛粪上。
10077	嫖客：一下子看到这么多的美人儿，我真是三魂丢了七魄，不知选哪一个好！
10078	车夫：一辈子替人拉车，不知什么时候能够坐坐别人拉的车？要用车吗？
10079	车夫：没钱你就只有走路了。
10080	驿官：公文都送到了吗？
10081	驿官：我这还有需要送往凤翔的公文，你愿意送吗？
10082	驿官：我这还有需要送往成都的公文，你愿意送吗？
10083	驿官：如今战事频频，公文繁多，驿站里送信的人手不够，你愿意帮忙送信吗？每次送信都是有酬银的。
10084	驿官：公文只要交给当地的驿官就可以了，请选择地点：
10085	镖局老板：咱们虽然是江湖中人，但是必须得巴结好官府，每年的孝敬可不能少，否则在这扬州城没法立足啊！
10086	玩家：狗官，记住！以后不准再欺压百姓，否则，天下英雄都不会放过你！
10087	襄阳守将：不敢了！我再也不敢了！
10088	玩家：狗官，记住！以后不准再欺压百姓，否则，天下英雄都不会放过你！
10089	襄阳守将：不敢了！我再也不敢了！
10090	襄阳<——>宋金战场
10091	襄阳<——>武当派
10092	襄阳<——>伏牛山
10093	襄阳<——>稻香村
10094	慈雨法师：相传当年汉光武帝刘秀兵败于叛贼王莽，来到此地狮子山顶，人困马乏，舌干口渴，寻井饮水，水黑难饮，正当刘秀为难之时，一条青龙脱井而飞，井水由黑变白，后来乡人为了祭祀刘秀，修建了这座寺庙，取名“白水寺”。
10095	茶博士：自唐代起，我们湖北就不断出产名茶。如圻门团黄、荆州仙人茶、松滋碧涧茶、归州白茶、黄州松萝茶等，品种繁多，产量丰饶。
10096	茶博士：湖北虽然产茶极盛，但是茶农的日子却苦不堪言，这全是因为朝廷征收的茶税太过繁重所致。
10097	茶博士：茶农们忍受不了朝廷这种侵民渔利的行径，好多地方都已经拔茶种桑，不复产茶了。
10098	茶馆老板：现在世道不景气，喝茶的人越来越少，我这家茶馆的生意全靠街坊邻里照顾，否则早就关门大吉了。
10099	茶馆老板：您家要喝点么事茶？菊花茶还是茉莉茶？
10100	城门卫兵：当年岳将军曾从金人铁蹄下收复过襄阳，从那以后，襄阳就成了保卫大宋的战略要地，襄阳一失，大宋危殆啊。
10101	城门卫兵：我家就住在城南，可是我已经一个多月没有回去了。
10102	城门卫兵：天天不是站岗就是操练，真是累死人了！
10103	城门卫兵：这襄阳城是古来兵家必争之地，朝廷年年派重兵驻守于此，堪称南宋之咽喉。
10104	宠物店老板：我以前是个猎户，常常吃了上顿没下顿，现在开了这家宠物店，日子好过多了。
10105	宠物店老板：天上飞的，地上跑的，我这里么事宠物都有。
10106	当铺伙计：我们老板有个外号叫做“铁公鸡”，他宁可把银子带进棺材里，也不肯拿出一点来接济接济活人。
10107	当铺老板：本当铺的规矩，“朝借一斗谷，夕还一斗珠”。
10108	当铺老板：全襄阳城就我这一家当铺，你不在我这当，还能去哪里呀？嘿嘿嘿嘿……
10109	赌场打手：喂！你搞么事沙？冇得事就走远些！
10110	赌场打手：老子在这襄阳城也算是一霸，所谓强龙不压地头蛇，不管你是哪个，都莫在老子的眼皮下惹事！
10111	赌场老板：喜欢玩么事？掷骰子、推牌九、打天九、摇宝还是开宝？
10112	赌徒：也不知搞么名堂，老子今天老是输钱，真是见了鬼！
10113	赌徒：快活一天算一天，等金人攻了来，想玩都冇得玩的了。
10114	估价先生：咳咳……咳咳……我已经病了三天，本来想告假去看看大夫，哪晓得老板硬是不准，说是如果请假就要扣我的月钱。
10115	估价先生：我一个月就赚那么几吊钱，如果再扣掉，我全家老小不得喝西北风？
10116	香儿：最近城里好多官老爷和士兵，不知道发生什么事儿了。
10117	白芸：国难当头啊，是男人就得打仗去！就算是女子也应该为国出力啊！
10118	妓女：昨天我因为得罪了一个醉酒的客人，又被妈妈狠狠打了一顿，这样的日子我再也熬不下去了，还不如一死了之。
10119	妓女：公子，你莫要瞧不起我们。我们是因为这辈子投错了胎，所以只能吃这碗笑脸饭。下辈子如果投生一个红袍大将军，我们也保家为国去。
10120	妓女：这里可不是姑娘伢该来的地方……
10121	荷姑：襄阳出去往西北走就是武当派了，那里的道人们都是正义之士呢！
10122	酒楼老板：咱们襄阳乃是古来兵家必争之地，朝廷年年派重兵驻守于此，因此有“南宋咽喉”之称。
10123	酒楼老板：襄阳驻军喝的酒都是本店半价提供的，虽然咱们不能上战场，但是能尽一点绵薄之力也是好的。
10124	客栈老板：总算来了个客人！要住店吗？
10125	姚嘉：可惜我是个姑娘伢，如果我是个儿子伢，我也去上战场杀敌。
10126	段秀才：我在襄阳有一个指腹为婚的表妹，我是特地来看她的。
10127	段秀才：我的表妹姓姚名嘉，我只知道她的姓名，从来没有见过她。
10128	段秀才：不知表妹长的什么样子？我不敢指望她有西子之貌，只求她长得不像钟无艳就好了。
10129	何老板：金人倘若南侵，首先要攻陷的恐怕就是襄阳，可惜襄阳的守将是个大草包。
10130	游客：听说襄阳之所以能够屡次抵抗住金兵的进攻，除了全城军民同心协力以外，还得益于坚固的城墙。
10131	游客：襄阳城墙始建于汉，城高8米，周长6公里，四面六门，四角都有角楼。登上小北门城楼，可以北眺汉水、南望岘山，战场烽火，一览无余。
10132	贾神算：我贾神算料事如神，算无一失。你要算么事？
10133	你是要问姻缘、运途、功名、诉讼，还是问财运、寻人或是失物？
10134	你是要卜卦、抽笺、测字，还是手相、面相，或者紫微斗数的推算，本大师保证让你满意，通通都是一文钱……起。
10135	嘿嘿，具体花多少银子，那就要看你想算到什么程度，想算多准喽！
10136	乞丐：我虽然是个乞丐，但是也想有朝一日能够上场杀敌，做一个大英雄、大豪杰！可惜朝廷的军队不收我。
10137	郭员外：我已经将全部家产都捐给了朝廷，国家有难，匹夫有责，我只不过是尽自己一点薄力罢了，和那些战死沙场的战士相比，这根本不算什么。
10138	耿老头：又嫩又脆的大头菜，既可以下酒，又可以下饭，又好吃又便宜的大头菜！
10139	耿老头：这大头菜是咱们襄阳的特产，又叫“诸葛亮菜”，据说是当年诸葛孔明先生专门为行军作战的将士们发明的食品。
10140	耿老头：莫看这大头菜长得土头土脑、其貌不扬，咱们襄阳的老百姓可顿顿饭都离不了它！
10141	冯胖子：今天早上刚杀的猪，不晓得几新鲜！看，几好的排骨，买点回去煨汤喝吧！
10142	瓜贩：红心沙瓤大西瓜，不甜不要钱啊！
10143	范爹爹：我老伴三十年前就去世啦，这三十年来，我是又当爹来又当妈，总算拉扯大了一双儿女。
10144	范爹爹：如今世道不好，兵荒马乱，我吃了一辈子苦，到头来也不求别的，只求儿女都平平安安。
10145	范爹爹：我说么事都不会让大强去参军。
10146	龚老太：我晓得阿牛不想一辈子呆在屋里，他想出去闯天下，唉，都是我这把老骨头拖累了他呀。
10147	小邓子：我已经吃了一个礼拜的红薯稀饭，如果能够吃上一顿大米饭，不晓得有几好。
10148	姚姚：你有冇看到我姐姐？她个子蛮高，长得可漂亮啦！
10149	陶侃：想当年，宋金大战，襄阳沦陷，多亏岳元帅从金人铁蹄下收复了这个城市，否则我们都会沦为亡国奴，可惜的是岳元帅已经不在了！
10150	龚阿牛：出了城，往北走，不远就是武当山。
10151	龚阿牛：听说武当派的掌门是个得道真人，不晓得是不是得道了就能够长生不老。
10152	龚阿牛：要不是屋里有八十岁老娘，我早就上武当山拜师学艺去了。
10153	范大强：人活一世，草活一春，我想到战场上去为国杀敌，也算冇白活这一场，可是我爹说么事也不让我去。
10154	邓家嫂子：屋里已经快揭不开锅了，小伢天天叫饿，我这个做娘的见了真是心疼。
10155	玩家：大嫂，这里有一万两银子，你快拿着，只要有我们武当弟子在，你们以后就不会再挨饿受冻了！
10156	邓家嫂子：哎呀，我真是遇到活菩萨啦，我不是在做梦吧？现在还有这样的好人！
10157	邓家嫂子：武当山上的那些大侠真是我们穷苦人家的救命活菩萨啊，要不是他们常常接济，我们母子早就饿死了！
10158	邓家嫂子：屋里已经快揭不开锅了，小伢天天叫饿，我这个做娘的见了真是心疼。
10159	玩家：糟糕，那一万两银子被我用了，这可如何是好？我得再去筹点银子。
10160	范二春：邓嫂子屋里太困难了，我等下给她们家送一袋大米去，先救救急。
10161	范二春：大家都是街坊，互相帮忙是应该的。
10162	船夫：我们这些船工祖祖辈辈都在长江上荡划子，别看我这划子小，坐四五个人冇得问题！
10163	船夫：没钱坐船你就走旱路吧！
10164	船夫：我们一家的生计全靠这渔划子，有客人过江的时候就载客，冇得客人的时候就捕鱼，就算这样，也只能勉强糊口。
10165	船夫：我还指望这渔划子养家糊口呢，哪能免费送你过江！
10166	马贩子：就算是千里马，也要有伯乐才行，可惜世上之人多以貌取物，真假不分，是非不明，可笑啊可笑！
10167	钱庄老板：做生意的人，当然是钱赚得越多越好啦，天下有哪个会嫌钱多呢？
10168	钱庄老板：么事都是假的，只有真金白银是真的。
10169	玩家：如今前线战事日紧，官兵军械不足，您能不能尽快赶制一批送往前线？
10170	铁匠：不瞒你说，我这段时间一直都在日夜赶制，但是因为数量巨大，所以矿石的库存已经不够用了，<color=Red>磁铁矿、亮银矿和赤铜矿<color>都已经用完了，你能不能到<color=Red>城外西南树林<color>中帮我弄一些矿石？
10171	玩家：我已经找来矿石，希望这些矿石能够打造出最好的兵器，帮助士兵们抵御外敌入侵。
10172	铁匠：大家众志成城，一定可以赶走那些豺狼虎豹！
10173	铁匠：巧妇难为无米之炊，没有矿石，我也没有办法打造兵械啊！你能不能到<color=Red>城外西南树林<color>中帮我弄一些<color=Red>磁铁矿、亮银矿和赤铜矿<color>？
10174	铁匠：我这里专门为驻军打造兵器，忙得很，您家要买么事武器，自己随便挑。
10175	衙门卫兵：守将大人又躲到衙门后面的秘道里去了，金人还没打过来呢，就怕成这样了！
10176	衙门卫兵：喂！小子，你探头探脑的，搞么事呀？难道你是金人的奸细？
10177	衙门卫兵：守将大人又躲到衙门后面的秘道里去了，金人还没打过来呢，就怕成这样了！
10178	衙门卫兵：大人有令，闲杂人等一律不见！
10179	玩家：如今前线战场瘟疫蔓延，请问有什么好办法呢？
10180	药店老板：治疗瘟疫需要五种药材：<color=Red>当归、合欢、玄参、防己、朱砂<color>。这五种药材生长在<color=Red>伏牛山的东部<color>，只要找齐这五种药材，制成药丸，就可以抑制瘟疫。
10181	玩家：我已经找齐治疗瘟疫的五种药材，请您赶快制成药丸，交给官府，送往军营。
10182	药店老板：国家兴亡，匹夫有责，您家放心，我一定尽快赶制一匹药丸送往前线。
10183	药店老板：抑制瘟疫需要五种药材：<color=Red>当归、合欢、玄参、防己、朱砂<color>，缺一不可。这五种药材都生长在<color=Red>伏牛山的东部<color>。
10184	药店老板：我这里治疗各种打伤、跌伤、撞伤、割伤、烫伤、烧伤的药比别处都齐全，您家要买么事药？
10185	玩家：老板，你能帮我修补好这件道袍吗？
10186	杂货店老板：我的儿上武当山采桑叶的时候被火狼洞里的<color=Red>野狼<color>给叼走了，谁能帮我救回儿子！
10187	玩家：救人要紧，我先把道袍放你这儿。
10188	杂货店老板：你是我儿子的救命恩人，有什么要帮忙的只管开口。
10189	玩家：能不能请你帮忙修补一下这件道袍？
10190	杂货店老板： 冇得问题，我免费为你补。
10191	杂货店老板：我的儿上武当山采桑叶的时候被火狼洞里的<color=Red>野狼<color>给叼走了，谁能帮我救回儿子，么事我都答应他。
10192	杂货店老板：恩公你忘记拿道袍了。
10193	杂货店老板：您家要买点么事？是吃的，穿的，还是用的？
10194	酒鬼：好酒啊，好酒！你要不要也来一起喝酒？
10195	刘恒：现在普通老百姓连饭都吃不饱，当官的还到处作乐。
10196	嫖客：我是第一次来，那些花花绿绿的姑娘伢，看得我都花了眼。
10197	车夫：您家要去哪里？坐我的车吧，保管又快捷又便宜。
10198	车夫：没钱你就只有走路了。
10199	驿官：公文都送到了吗？
10200	驿官：我这还有需要送往成都的公文，你愿意送吗？
10201	驿官：我这还有需要送往凤翔的公文，你愿意送吗？
10202	驿官：如今战事频频，公文繁多，驿站里送信的人手不够，你愿意帮忙送信吗？每次送信都是有酬银的。
10203	驿官：公文只要交给当地的驿官就可以了，请选择地点：
10204	镖头：我们威武镖局在湘鄂一带可是大大有名，黑道白道朋友不少，连官府也常常有求于我们，嘿嘿！只要油水厚，什么红货我们都敢接！
10205	道一真人：能够忧天下之忧者，方当得起一个“侠”字。如今正逢乱世，瘟疫、战乱、暴政，百姓苦不堪言，倘若你能以天下为念，以所学技艺造福百姓，为师也就老怀欣慰了。
10206	恭喜你艺成出师！你已被封为武当派的玄武神侍，从今以后可以自由行走江湖啦！剑侠江湖，天高海阔，希望你能大展拳脚，一展鸿图！
10207	道一真人：在后山<color=Red>太子岩<color>上有<color=Red>三个宝箱<color>，每个宝箱都用一道符咒封印着，如果你能完成符咒上面注明的任务，就可以打开宝箱，宝箱里藏有本派的<color=Red>三件宝物<color>，能够取得宝物者方能出师。
10208	玩家：师父，弟子代周师兄去了一趟伏牛山，把信交给了润娘，这是她的回信。
10209	道一真人：原来如此……这件事情你不要对旁人谈起，记住了吗？
10210	玩家：弟子明白！
10211	道一真人：凡我武当弟子，都应熟读<color=Red>《道德经》<color>。你先去好好请教一下<color=Red>叶继美<color>师叔，读熟了《道德经》之后再来找为师。叶继美师叔通常在大殿后面西边的<color=Red>清水池<color>畔。
10212	道一真人：记熟了吗？为师要考考你，听清楚了--
10213	道一真人：下山这些日，你感觉如何？
10214	玩家：江湖中见识日长，方知道自己武功着实浅溥。
10215	玩家：师父，弟子已经辞去昆仑派护派真君之职。
10216	道一真人：五万两银子已经准备好了吗？
10217	道一真人：昆仑派门风不正，你真的执意要入昆仑？
10218	道一真人：你的武艺有所精进，差不多可以再下山历练一番了？
10219	道一真人：凡我武当弟子，都应熟读<color=Red>《道德经》<color>。你先去清水池畔请教一下<color=Red>叶继美<color>师叔，读熟了《道德经》之后再来找为师。
10220	道一真人：为人切不可锋芒必露，韬光养晦，方能厚积薄发，细水常流。
10221	道一真人：你必须打开后山<color=Red>太子岩<color>上的<color=Red>三个宝箱<color>，拿到里面的<color=Red>三件宝物<color>，才能顺利出师。
10222	道一真人：润娘的事你不要对旁人谈起，记住了吗？
10223	道一真人：你虽已出师，为师仍有几句话相赠：对于习武之人，武道固然重要，武德更需用心修养。武德不佳者，终不能达到武学真境，望你好自为之。
10224	道一真人：武学有道，步上正道，方能有所大成，倘若误入歧途，无异于南辕北辙。
10225	道一真人：好，记住本派守旨：“日行一善，扶助贫弱”。
10226	道一真人：既然如此，那我只好亲手收回你的太极神功了。
10227	道一真人：所以本门许多人都在门派中精研武学，要将本门武功发扬光大。如何，你也有兴趣回来一同钻研武学至境吗？
10228	道一真人：很好，但是你现在是昆仑派护派真君，为免误会，你先去辞了它吧。
10229	道一真人：武当山游客众多，山路颇有破损。做为考验，你先捐50000两银子修葺山路吧。
10230	玩家：多谢掌门好意。但此刻道消魔长，生灵荼炭。弟子实不忍弃之不顾。
10231	道一真人：很好，我这就去宣布你重返门派的消息。
10232	道一真人：嗯？好象不太够啊。
10233	玩家：啊？对不起，我再检查一下。
10234	道一真人：嗯，加油。
10235	道一真人：《道德经》第1章的开篇第一句话是什么？
10236	道一真人：下一个问题：“大象无形”的“大象”是指的什么？
10237	道一真人：好，最后一个问题：“知人者智，自知者明”的后面一句是什么？
10238	道一真人：看来你没有下苦功啊，读熟了《道德经》以后再来吧。
10239	道一真人：看来你的确下了一番功夫，很好。
10240	道一真人：你必须打开后山<color=Red>太子岩<color>上的<color=Red>三个宝箱<color>，拿到里面的<color=Red>三件宝物<color>，才能顺利出师。
10241	道一真人：也好，那你就在武当多学艺一段时日吧。
10242	道一真人：武学有道，步上正道，方能有所大成，倘若误入歧途，无异于南辕北辙。
10243	道一真人：凡我武当弟子，都应熟读<color=Red>《道德经》<color>。你先去好好请教一下<color=Red>叶继美<color>师叔，读熟了《道德经》之后再来找为师。叶继美师叔通常在<color=Red>大殿后面西边<color>的<color=Red>清水池<color>畔。
10244	道一真人：你读熟《道德经》了吗？
10245	道一真人：为人切不可锋芒必露，韬光养晦，方能厚积薄发，细水常流。
10246	道一真人：润娘的事你不要对旁人谈起，记住了吗？
10247	道一真人：你必须打开后山<color=Red>太子岩<color>上的<color=Red>三个宝箱<color>，拿到里面的<color=Red>三件宝物<color>，才能顺利出师。
10248	道一真人：你虽已出师，为师仍有几句话相赠：对于习武之人，武道固然重要，武德更需用心修养。武德不佳者，终不能达到武学真境，望你好自为之。
10249	道一真人：凡我武当弟子，都应熟读<color=Red>《道德经》<color>。你先去好好请教一下<color=Red>叶继美<color>师叔，读熟了《道德经》之后再来找为师。叶继美师叔通常在<color=Red>大殿后面西边<color>的<color=Red>清水池<color>畔。
10250	道一真人：记熟了吗？为师要考考你，听清楚了--《道德经》第1章的开篇第一句话是什么？
10251	道一真人：下一个问题：“大象无形”的“大象”是指的什么？
10252	道一真人：最后一个问题：“知人者智，自知者明”的后面一句是什么？
10253	道一真人：不错不错。
10254	道一真人：很好。
10255	道一真人：看来你的确下了一番功夫，很好。
10256	道一真人：看来你没有下苦功啊，读熟了《道德经》以后再来吧。
10257	玩家：师父，弟子代周师兄去了一趟伏牛山，把信交给了润娘，这是她的回信。
10258	道一真人：原来如此……这件事情你不要对旁人谈起，记住了吗？
10259	玩家：弟子明白！
10260	系统：真糟糕！你不小心把润娘的回信给弄丢了，如果要完成任务，你必须有润娘的回信。
10261	系统：请重新在周云泉处接任务。
10262	道一真人：在后山<color=Red>太子岩<color>上有<color=Red>三个宝箱<color>，每个宝箱都用一道符咒封印着，如果你能完成符咒上面注明的任务，就可以打开宝箱，宝箱里藏有本派的<color=Red>三件宝物<color>，能够取得宝物者方能出师。
10263	道一真人：你必须打开后山<color=Red>太子岩<color>上的<color=Red>三个宝箱<color>，拿到里面的<color=Red>三件宝物<color>，才能顺利出师。
10264	道一真人：也好，那你就在武当多学艺一段时日吧。
10265	道一真人：能够忧天下之忧者，方当得起一个“侠”字。如今正逢乱世，瘟疫、战乱、暴政，百姓苦不堪言，倘若你能以天下为念，以所学技艺造福百姓，为师也就老怀欣慰了。
10266	恭喜你艺成出师！你已被封为武当派的玄武神侍，从今以后可以自由行走江湖啦！你可以选择加入别的门派继续学艺，也可以去创建帮会扩展自己的江湖势力，又或者做一个独行剑客也不错啊！剑侠江湖，天高海阔，希望你能大展拳脚，一展鸿图！
10267	系统：真糟糕！你不小心把三本真经都弄丢了，如果要完成任务，你必须有三本真经。
10268	系统：真糟糕！你不小心把《玉清真经》和《上清真经》弄丢了，如果要完成任务，你必须有三本真经。
10269	系统：真糟糕！你不小心把《玉清真经》和《太清真经》弄丢了，如果要完成任务，你必须有三本真经。
10270	系统：真糟糕！你不小心把《上清真经》和《太清真经》弄丢了，如果要完成任务，你必须有三本真经。
10271	系统：真糟糕！你不小心把《玉清真经》弄丢了，如果要完成任务，你必须有三本真经。
10272	系统：真糟糕！你不小心把《上清真经》弄丢了，如果要完成任务，你必须有三本真经。
10273	系统：真糟糕！你不小心把《太清真经》弄丢了，如果要完成任务，你必须有三本真经。
10274	系统：请重新在掌门道一真人处接任务。
10275	系统：请重新点击太子岩上的宝箱，做《玉清真经》和《上清真经》的相关子任务。
10276	系统：请重新点击太子岩上的宝箱，做《玉清真经》和《太清真经》的相关子任务。
10277	系统：请重新点击太子岩上的宝箱，做《上清真经》和《太清真经》的相关子任务。
10278	系统：请重新点击太子岩上的宝箱，做《玉清真经》的相关子任务。
10279	系统：请重新点击太子岩上的宝箱，做《上清真经》的相关子任务。
10280	系统：请重新点击太子岩上的宝箱，做《太清真经》的相关子任务。
10281	宝箱：最近前线宋军营中<color=Red>瘟疫<color>蔓延，需要到<color=Red>襄阳城<color>中找<color=Red>药店老板<color>帮忙解决。
10282	宝箱：<color=Red>瘟疫<color>还在蔓延中……
10283	<color=Red>瘟疫<color>已除，打开宝箱，发现一本<color=Red>《玉清真经》<color>。
10284	宝箱已空。
10285	未接任务，你无法打开此宝箱。
10286	宝箱：最近抗金官兵的<color=Red>兵械<color>不足，<color=Red>伤亡<color>惨重，需要到<color=Red>襄阳城<color>中找<color=Red>铁匠<color>帮忙解决。
10287	宝箱：由于<color=Red>兵械<color>不足，造成了抗金官兵不必要的伤亡……
10288	所需兵械得到及时补给，前线官兵的战斗力大大增强。打开宝箱，发现一本<color=Red>《上清真经》<color>。
10289	宝箱已空。
10290	未接任务，你无法打开此宝箱。
10291	宝箱：<color=Red>襄阳衙门<color>里的<color=Red>守将<color>整日只知道花天酒地，欺压百姓，老百姓怨声载道，此等<color=Red>暴政<color>，岂可不除？
10292	襄阳城的百姓还生活在<color=Red>襄阳衙门守将<color>的<color=Red>暴政<color>之下……
